1851.822537	0.13	23.57	6.1	4.914285714
1557.437503	0.59	0.714285714	4.914285714	5.671428571
7536.757451	0.42	35.85714286	5.671428571	5.371428571
9670.177232	0.1	21.57142857	5.371428571	3.728571429
1887.735126	0	23.14285714	3.728571429	5
3086.746467	0	39	5	4.285714286
6308.49465	0.76	34.57142857	4.285714286	4.314285714
2018.35596	0.41	27.71428571	4.314285714	4.514285714
16801.83668	0.04	40.42857143	4.514285714	4.971428571
6515.433346	0.04	43	4.971428571	5.871428571
3438.641799	0	50.57142857	5.871428571	5.328571429
2997.977213	0.77	42.28571429	5.328571429	4.971428571
2904.661687	1.09	44.42857143	4.971428571	4.228571429
68999.45472	1.78	53.42857143	4.228571429	4.371428571
20823.34781	0.71	57.85714286	4.371428571	5.128571429
13583.33092	2.19	62.85714286	5.128571429	6.3
15431.27097	0.66	52.42857143	6.3	7.871428571
15515.39692	1.22	59.14285714	7.871428571	8.157142857
5932.20651	0.32	61.85714286	8.157142857	7.857142857
3958.48733	1.38	66.57142857	7.857142857	7.185714286
2868.312354	0.82	67.14285714	7.185714286	6.685714286
2381.181801	1.04	71.42857143	6.685714286	5.485714286
2784.594904	0.76	78.57142857	5.485714286	6.014285714
1747.554116	0.9	80.71428571	6.014285714	4.628571429
1189.826545	0.39	72.71428571	4.628571429	3.3
1461.017952	1.24	80	3.3	2.671428571
1406.16663	0.01	73.14285714	2.671428571	2.414285714
586.02808	1.23	77.14285714	2.414285714	1.985714286
381.5713021	0	70.57142857	1.985714286	1.157142857
283.5077025	1.28	71.85714286	1.157142857	0.828571429
373.1909039	0	71.57142857	0.828571429	0.485714286
408.2085813	0.89	72.14285714	0.485714286	0.642857143
214.4363237	0.46	72.85714286	0.642857143	0.6
265.4979321	2.37	67.85714286	0.6	0.514285714
181.5502851	0.72	66	0.514285714	0.542857143
140.6852239	0	75.85714286	0.542857143	0.428571429
98.91944671	1.08	64.71428571	0.428571429	0.428571429
178.1640563	0.58	58.57142857	0.428571429	0.457142857
124.7033441	0	64.57142857	0.457142857	0.5
189.1507254	1.07	56	0.5	0.5
138.8946625	0.72	63	0.5	0.657142857
126.0964031	0.31	49.28571429	0.657142857	0.5
202.3004148	1.21	53.57142857	0.5	0.628571429
1704.942827	2.52	51.57142857	0.628571429	0.642857143
1327.289507	0.35	50	0.642857143	1.571428571
1293.486449	0.92	42.57142857	1.571428571	2.428571429
1766.878919	0.41	41.42857143	2.428571429	2.9
3604.822451	1.04	42.42857143	2.9	3.242857143
4996.907047	0	29.14285714	3.242857143	5.1
3641.354155	0.85	38.28571429	5.1	5.071428571
2040.203771	0	36.57142857	5.071428571	4.985714286
1302.209705	0.35	19.85714286	4.985714286	4.6
1568.234156	0.39	29.71428571	4.6	4.528571429
22925.19539	2.14	35.14285714	4.528571429	5.385714286
13196.2611	0.03	22.57142857	5.385714286	6.642857143
3795.529994	0.19	31.71428571	6.642857143	6.742857143
2282.064042	0.15	18.57142857	6.742857143	6.1
1736.86634	0.03	22.85714286	6.1	5.557142857
1578.187073	0	40.85714286	5.557142857	4.928571429
1256.9937	0.08	34.71428571	4.928571429	3.914285714
11256.38822	2.37	33	3.914285714	4.442857143
9117.411756	0	58.85714286	4.442857143	6.871428571
4069.540969	0.26	50.57142857	6.871428571	5.871428571
4048.402877	0.75	45.14285714	5.871428571	5.5
2973.304376	0.23	47.71428571	5.5	5.085714286
7133.062066	0.66	52.85714286	5.085714286	5.214285714
11175.3874	2.24	59.71428571	5.214285714	6.914285714
7605.173172	0.51	51.14285714	6.914285714	7.114285714
4219.250147	0.45	51.14285714	7.114285714	6.514285714
11606.83616	2.18	62.57142857	6.514285714	6.757142857
8520.453377	2.02	46.14285714	5.171428571	5.514285714
12654.356	0.28	23	5.514285714	6.885714286
3766.581408	0.02	28	6.885714286	7.928571429
