      -0.167       0.500       0.333      -0.429       0.043      -0.333       0.000      -0.250       1.000       0.600      -0.600      -0.800       0.714      -1.000       0.617      -1.000      -0.511       0.728      -1.000      -1.000      -1.000      -1.000       0.824      -1.000       0.955      -0.474      -0.343      -0.152      -0.144      -0.054
       0.333      -0.857       0.750       1.000      -0.304       0.333      -0.500      -0.250       0.600       0.600       0.600      -0.200       0.429       1.000      -1.000      -1.000       0.024      -1.000      -1.000      -1.000      -1.000       0.017       0.472       0.193      -1.000       0.398      -1.000      -1.000       0.351       0.278
       0.333      -0.429      -0.750      -0.857      -0.304      -0.333       0.000      -1.000       0.000       0.200      -1.000       1.000      -1.000       0.143      -1.000      -1.000       0.132       0.736      -1.000      -1.000      -1.000      -1.000      -1.000      -0.572      -1.000      -1.000      -1.000      -1.000       0.145       0.517
       0.083      -1.000       0.583      -0.214      -0.739       0.778       0.750       0.000       0.400      -0.600       0.600       0.600      -0.143       0.429      -1.000       0.388       0.959       0.656      -1.000      -1.000      -1.000       0.892       0.681       0.292      -1.000      -0.313      -0.141       0.108      -0.173       0.026
      -0.583       0.286      -1.000      -0.714      -0.304      -1.000       0.500      -1.000       0.200       0.600       0.200       0.400      -0.714      -0.714      -0.390      -1.000      -0.726      -1.000      -1.000      -1.000      -1.000       0.648       0.587      -1.000      -0.947       0.284      -1.000      -1.000       0.239       0.580
       0.750       0.000      -1.000      -0.714      -1.000      -0.778       0.250      -0.750       0.000      -0.600      -1.000      -0.600      -0.714      -0.714       0.988      -1.000      -0.800      -1.000      -1.000      -1.000      -0.104       0.146      -1.000      -1.000      -0.951      -1.000      -1.000      -1.000       0.274       0.380
       0.583      -0.643       0.750       0.000      -0.130       0.556       0.250      -0.750      -1.000      -1.000      -1.000      -0.600      -0.714      -0.143      -1.000       1.000       0.591      -0.177      -0.611      -0.066      -1.000       0.959      -1.000       0.331      -0.478      -1.000       0.168      -1.000      -0.466       0.365
      -0.583       0.286      -0.583       0.286       0.913      -1.000       0.500      -1.000       0.600      -1.000       1.000       0.400       1.000       0.429      -0.028      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -0.578       0.329      -1.000      -0.578      -0.206      -1.000      -1.000       0.581       0.546
      -0.417      -1.000      -1.000      -0.714      -1.000      -0.778       0.000      -1.000      -0.600      -0.200       0.200      -0.800       1.000      -0.143      -1.000       0.640      -0.786      -0.283      -1.000      -1.000      -0.112       0.208       0.083      -0.599      -0.482      -0.218      -1.000      -1.000      -0.218       0.502
      -0.167       1.000      -0.750      -0.429      -0.130      -0.778      -0.750      -0.750      -1.000      -1.000      -0.200      -0.600      -0.143      -0.714      -1.000       0.202      -1.000      -1.000      -1.000      -1.000      -1.000      -0.593      -1.000      -1.000      -0.695      -0.761      -0.702      -1.000       0.483       0.731
       1.000       0.000       0.333      -0.714       0.043      -1.000      -0.750       0.750      -0.200       0.600       0.200       0.400      -0.714      -0.714      -0.177      -1.000      -0.484      -1.000      -1.000      -1.000      -1.000      -0.605      -1.000      -1.000      -0.891      -1.000      -1.000      -1.000       0.382       0.751
       0.333      -0.714      -0.750       0.000       0.478       0.778      -0.250      -0.750       0.400      -0.600      -1.000       1.000      -0.714      -0.714       0.863      -1.000       0.582      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -0.795      -1.000      -1.000       0.084      -1.000       0.559       0.645
       0.083      -1.000      -0.750      -0.857       0.913      -1.000      -0.250      -0.750      -1.000      -1.000      -1.000      -0.600       0.429       0.429      -1.000      -1.000      -0.245      -1.000      -1.000      -1.000      -1.000      -0.808       0.392      -0.544      -0.351      -1.000       0.050      -1.000       0.166       0.210
      -0.417       0.143      -0.583       0.286      -0.130       0.556       0.250       0.000      -0.600      -0.200      -0.600       0.000      -0.143       0.429       0.894       1.000      -1.000      -0.224      -1.000      -1.000      -1.000      -0.906      -1.000      -1.000      -0.717       0.220      -1.000      -1.000       0.319       0.331
       0.083      -1.000      -0.750       0.000       1.000       0.333      -0.750      -0.750      -1.000      -1.000       0.200       0.400       0.143       0.143      -1.000      -1.000      -0.222      -1.000      -1.000      -1.000      -1.000      -0.284      -1.000      -1.000       0.675      -1.000      -0.525      -0.387      -0.509       0.728
      -0.583       0.286      -0.417       0.143      -0.130       0.556       0.000      -1.000      -0.600      -0.200       1.000      -0.400       0.429      -0.143      -1.000       0.742      -0.238      -1.000      -1.000      -1.000      -1.000      -0.844       0.345      -1.000      -0.484      -1.000       0.201      -1.000       0.134       0.123
      -0.583       0.286      -0.583       0.286       0.043       0.333       0.250       0.750       0.600      -1.000      -0.600       0.000       1.000      -0.714      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -0.777       0.105      -1.000      -0.417      -0.439      -1.000      -1.000       0.635       0.746
      -0.583       0.286      -1.000       0.214       0.739      -0.111       0.000      -1.000      -0.600      -0.200       0.600      -0.200       1.000      -0.714      -1.000      -1.000      -1.000      -0.914      -1.000      -1.000      -1.000      -0.849       0.316      -0.060      -0.222      -1.000      -0.137      -1.000       0.219       0.204
      -0.583       0.286       0.333       0.214       0.478      -1.000      -1.000       0.500       0.600      -1.000      -0.600       0.000       1.000      -0.714      -1.000       0.236      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000       0.253       0.816      -0.500      -1.000      -0.667      -0.570       0.032       0.171
      -0.750       0.500      -0.417       0.143      -0.130       0.556       0.000      -1.000       0.600      -1.000       0.600      -0.200       1.000       0.429      -1.000       0.687      -1.000      -0.255      -1.000      -1.000      -1.000      -0.335       0.314       0.848      -0.484      -1.000       0.739      -1.000      -0.276       0.085
      -0.583       0.286      -0.583       0.286      -0.130       0.556      -1.000       0.500       0.600      -1.000       0.200       1.000       1.000       0.429      -1.000      -1.000      -1.000      -0.474      -1.000      -1.000      -1.000      -0.883      -1.000      -0.060      -0.474      -0.691      -0.614      -1.000       0.252       0.315
       0.333      -0.714       0.750       0.214      -0.043       0.111       0.500      -1.000       1.000      -1.000      -0.600       0.000       0.429      -0.714      -1.000      -0.253      -0.157      -1.000      -1.000      -1.000      -1.000      -0.773       0.259      -1.000      -0.165      -1.000      -0.594      -0.476       0.099       0.360
      -0.583       0.286      -0.583       0.286       0.739       0.556      -1.000       0.500      -0.600      -0.200      -1.000      -0.600      -0.714      -0.714      -1.000      -0.259      -1.000      -1.000      -1.000      -0.474      -0.402      -0.781       0.689       0.939      -0.042      -1.000      -1.000      -1.000      -0.104       0.137
      -0.750       0.000       0.333       0.214      -0.304      -1.000       1.000      -1.000       0.600      -1.000       1.000      -0.400       1.000      -0.143      -1.000      -0.388      -1.000      -1.000      -1.000      -1.000      -1.000      -0.351       0.324      -1.000      -0.482      -0.816      -0.770      -0.703       0.256       0.216
